Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Grasmere,40.59826835959991,-74.0766743627905,Chase Bank,40.598906,-74.081214,Bank
Grasmere,40.59826835959991,-74.0766743627905,Philly Pretzel Factory,40.59827115929346,-74.08256872129411,Restaurant
Grasmere,40.59826835959991,-74.0766743627905,MTA Bus - Hylan Bl & Mallory Av (SIM1/1C/7/10/11),40.598716312850435,-74.07799374048018,Bus Stop
Grasmere,40.59826835959991,-74.0766743627905,MTA Bus - Hylan Bl & Benton Av (S78),40.59934120582473,-74.07775855268828,Bus Stop
Grasmere,40.59826835959991,-74.0766743627905,Fingerboard Ave Bridge,40.59872868188179,-74.07850426906884,Park
Grasmere,40.59826835959991,-74.0766743627905,Delfini,40.59885,-74.079235,Grocery Store
Grasmere,40.59826835959991,-74.0766743627905,MTA Bus - Steuben St & W Fingerboard Rd (X1/X2/X3/X9),40.60082645653478,-74.07640367746353,Bus Stop
Grasmere,40.59826835959991,-74.0766743627905,Met Food,40.59864091903534,-74.08245309148231,Grocery Store
Grasmere,40.59826835959991,-74.0766743627905,Boros Finest Beverage,40.600698,-74.07441800000001,Food
Grasmere,40.59826835959991,-74.0766743627905,Naomi Nail,40.598048355597264,-74.07264535380511,Cosmetics Shop
Grasmere,40.59826835959991,-74.0766743627905,Fuel Cafe Hylan Blvd,40.59843387865067,-74.08089157124071,Juice Bar
Grasmere,40.59826835959991,-74.0766743627905,Sunrise Bagels & Deli,40.598121,-74.072383,Bagel Shop
Grasmere,40.59826835959991,-74.0766743627905,MTA Bus - Hylan Bl & Clove Rd (S53/S78/S79-SBS/X1/X2/X3/X9),40.5985721640474,-74.08099065247707,Bus Stop
Grasmere,40.59826835959991,-74.0766743627905,MTA Bus - Hylan Bl & Sand La (S53/S78),40.59865144004063,-74.07229721546173,Bus Stop
Grasmere,40.59826835959991,-74.0766743627905,Hyland Blvd Deli & Bagel,40.598383,-74.081097,Bagel Shop
Grasmere,40.59826835959991,-74.0766743627905,Prestige Skin & Nail Salon,40.5983978786193,-74.07221721411307,Nail Salon
Grasmere,40.59826835959991,-74.0766743627905,Shop And Save Superette,40.598264,-74.081779,Deli / Bodega
Grasmere,40.59826835959991,-74.0766743627905,AAA Sewer & Drain,40.593978,-74.07811600000001,Home Service
Old Town,40.59632891379513,-74.08751118005578,Royal Crown Bakery,40.59564749922971,-74.08576326774498,Bakery
Old Town,40.59632891379513,-74.08751118005578,Bocelli,40.59741708805682,-74.08432371429339,Italian Restaurant
Old Town,40.59632891379513,-74.08751118005578,Cafe Luna,40.5967635465473,-74.08530628181195,Italian Restaurant
Old Town,40.59632891379513,-74.08751118005578,Trattoria Romana,40.592354020268424,-74.0871806131993,Italian Restaurant
Old Town,40.59632891379513,-74.08751118005578,Perkins Restaurant & Bakery,40.594421359823954,-74.08699974417686,American Restaurant
Old Town,40.59632891379513,-74.08751118005578,CVS pharmacy,40.59549709673302,-74.08644522963206,Pharmacy
Old Town,40.59632891379513,-74.08751118005578,South Shore Eyecare Associates,40.592865,-74.088018,Optical Shop
Old Town,40.59632891379513,-74.08751118005578,Cielo Ristorante,40.593456,-74.087168,Italian Restaurant
Old Town,40.59632891379513,-74.08751118005578,Domino's Pizza,40.59653948833232,-74.08508867025375,Pizza Place
Old Town,40.59632891379513,-74.08751118005578,Redbox,40.59545,-74.086047,Video Store
Old Town,40.59632891379513,-74.08751118005578,BP,40.593856,-74.086432,Gas Station
Old Town,40.59632891379513,-74.08751118005578,Jimmy's Liquors,40.59471027683718,-74.08677339692527,Liquor Store
Old Town,40.59632891379513,-74.08751118005578,Philly Pretzel Factory,40.59827115929346,-74.08256872129411,Restaurant
Old Town,40.59632891379513,-74.08751118005578,Mattress Firm,40.592527,-74.086906,Mattress Store
Old Town,40.59632891379513,-74.08751118005578,Dunkin',40.59659219533593,-74.08504474102887,Donut Shop
Old Town,40.59632891379513,-74.08751118005578,Buono Jewelers,40.59721167,-74.084255,Jewelry Store
Old Town,40.59632891379513,-74.08751118005578,Met Food,40.59864091903534,-74.08245309148231,Grocery Store
Old Town,40.59632891379513,-74.08751118005578,Old Town Superette,40.596852,-74.093305,Deli / Bodega
Dongan Hills,40.588672948199275,-74.09639905312521,Lee's Tavern,40.58897772415113,-74.09551967256701,Pizza Place
Dongan Hills,40.588672948199275,-74.09639905312521,The Original Goodfella's Brick Oven Pizza,40.58686788831963,-74.09167454548084,Pizza Place
Dongan Hills,40.588672948199275,-74.09639905312521,Mario's,40.589676000000004,-74.10155,Italian Restaurant
Dongan Hills,40.588672948199275,-74.09639905312521,Ariemma's Italian Deli,40.585438525854904,-74.0933284987808,Deli / Bodega
Dongan Hills,40.588672948199275,-74.09639905312521,InkStained Tattoo Studio,40.58455394748827,-74.09409635911616,Tattoo Parlor
Dongan Hills,40.588672948199275,-74.09639905312521,Jac Mao,40.58589520337693,-74.0929625430169,Chinese Restaurant
Dongan Hills,40.588672948199275,-74.09639905312521,Michael's Meatballs & Martinis,40.58484616583649,-74.09374191168232,Italian Restaurant
Dongan Hills,40.588672948199275,-74.09639905312521,Ariemma's Garden Center,40.584988,-74.093266,Flower Shop
Dongan Hills,40.588672948199275,-74.09639905312521,MTA SIR - Dongan Hills,40.5890535300189,-74.09588402984284,Train Station
Dongan Hills,40.588672948199275,-74.09639905312521,Walgreens,40.5864176,-74.0926956,Pharmacy
Dongan Hills,40.588672948199275,-74.09639905312521,SUBWAY,40.58605050512781,-74.09204139688325,Sandwich Place
Dongan Hills,40.588672948199275,-74.09639905312521,Dyker Park Bagels,40.58663875257769,-74.09178599457081,Bagel Shop
Dongan Hills,40.588672948199275,-74.09639905312521,Chase Bank,40.5874713,-74.0910141,Bank
Dongan Hills,40.588672948199275,-74.09639905312521,Red Apple,40.58675657547483,-74.09170785757414,Sushi Restaurant
Dongan Hills,40.588672948199275,-74.09639905312521,Orange Leaf,40.58917595214339,-74.10162693600252,Ice Cream Shop
Dongan Hills,40.588672948199275,-74.09639905312521,7-Eleven,40.586183442351,-74.0919309854507,Convenience Store
Dongan Hills,40.588672948199275,-74.09639905312521,Wendy's,40.588282481446306,-74.09104183316236,Fast Food Restaurant
Dongan Hills,40.588672948199275,-74.09639905312521,Casale Jewelers,40.58998,-74.10097,Jewelry Store
Dongan Hills,40.588672948199275,-74.09639905312521,Hillside Bagel & Donut,40.58939100069718,-74.10133005582183,Bagel Shop
Dongan Hills,40.588672948199275,-74.09639905312521,Berry Homes,40.586921999999994,-74.101244,Basketball Court
Dongan Hills,40.588672948199275,-74.09639905312521,Torino's Pizza & Pasta,40.588850848431655,-74.10181358899119,Pizza Place
Dongan Hills,40.588672948199275,-74.09639905312521,Dongan Hills Pharmacy,40.591477000000005,-74.100667,Pharmacy
Midland Beach,40.57352690574283,-74.09348266303591,Midland Beach Board Walk,40.57258913247899,-74.08780253119807,Beach
Midland Beach,40.57352690574283,-74.09348266303591,Midland Beach,40.57263129162902,-74.08819198608397,Beach
Midland Beach,40.57352690574283,-74.09348266303591,Liquors Midland Winery,40.572072999999996,-74.09323499999999,Liquor Store
Midland Beach,40.57352690574283,-74.09348266303591,Shop Smart Food Mart,40.57199541349536,-74.09306809250543,Deli / Bodega
Midland Beach,40.57352690574283,-74.09348266303591,M & B Smokers Delight,40.572228,-74.093351,Smoke Shop
Midland Beach,40.57352690574283,-74.09348266303591,All Night Long Deli & Groceries,40.57365126117138,-74.09567471037553,Deli / Bodega
Midland Beach,40.57352690574283,-74.09348266303591,MTA Bus - Midland Av & Freeborn St (S51/S81/X4/X5/X7/X8),40.5727372341559,-74.09410893917084,Bus Stop
Midland Beach,40.57352690574283,-74.09348266303591,Cafe Gourmand,40.571945,-74.095192,Restaurant
Midland Beach,40.57352690574283,-74.09348266303591,Olympia Activity Center,40.57151071874301,-74.09432423407165,Basketball Court
Midland Beach,40.57352690574283,-74.09348266303591,Laroccas Italian Ices and Pizzeria,40.574205,-74.09631,Dessert Shop
Midland Beach,40.57352690574283,-74.09348266303591,MDS TECH INC,40.57177859999999,-74.09161139999999,Electronics Store
Midland Beach,40.57352690574283,-74.09348266303591,Krypton Comics,40.57165437579331,-74.09176318768387,Bookstore
Midland Beach,40.57352690574283,-74.09348266303591,Pet Foods Plus,40.571149765572734,-74.09169148938278,Pet Store
Grant City,40.57621558711788,-74.10585598545434,Ralph's Famous Italian Ices,40.573672676194874,-74.10696098032903,Dessert Shop
Grant City,40.57621558711788,-74.10585598545434,Better Gourmet Health Kitchen,40.573943887949795,-74.10637975269493,Food & Drink Shop
Grant City,40.57621558711788,-74.10585598545434,White Castle,40.576360355647765,-74.10432885363875,Fast Food Restaurant
Grant City,40.57621558711788,-74.10585598545434,Planet Wings,40.57675930281548,-74.10389574981552,Wings Joint
Grant City,40.57621558711788,-74.10585598545434,Nunzio's Pizzeria & Restaurant,40.57790081223008,-74.10245879477773,Pizza Place
Grant City,40.57621558711788,-74.10585598545434,European Wax Center,40.57306556113113,-74.10749485222351,Health & Beauty Service
Grant City,40.57621558711788,-74.10585598545434,Simple Asia,40.57429,-74.1064,Asian Restaurant
Grant City,40.57621558711788,-74.10585598545434,Family Fruit,40.57533984277121,-74.10467531990632,Grocery Store
Grant City,40.57621558711788,-74.10585598545434,Beach Bum Tanning,40.57291886814841,-74.10750283734232,Tanning Salon
Grant City,40.57621558711788,-74.10585598545434,Party City,40.577247909423704,-74.10336687752074,Miscellaneous Shop
Grant City,40.57621558711788,-74.10585598545434,French Tart (Chez Laurent),40.57948,-74.109806,French Restaurant
Grant City,40.57621558711788,-74.10585598545434,Corner House BBQ,40.579599,-74.109308,BBQ Joint
Grant City,40.57621558711788,-74.10585598545434,Excelsior Grand Catering Hall,40.572858924163164,-74.10691813879004,Event Space
Grant City,40.57621558711788,-74.10585598545434,Sorry babushka,40.575965000000004,-74.103531,Eastern European Restaurant
Grant City,40.57621558711788,-74.10585598545434,Moe's Southwest Grill,40.57263702737227,-74.10782037547146,Mexican Restaurant
Grant City,40.57621558711788,-74.10585598545434,7-Eleven,40.5799668,-74.108934,Convenience Store
Grant City,40.57621558711788,-74.10585598545434,Grant City Tavern,40.578740627486134,-74.10915288731941,Bar
Grant City,40.57621558711788,-74.10585598545434,McDonald's,40.57758382637178,-74.10215004349084,Fast Food Restaurant
Grant City,40.57621558711788,-74.10585598545434,MTA Bus - New Dorp La & Hylan Bl (S76/S78/S79-SBS/X1/X2/X3/X8/X9),40.57634864637628,-74.10244927900331,Bus Stop
Grant City,40.57621558711788,-74.10585598545434,On The Run,40.578244,-74.101847,Convenience Store
New Dorp Beach,40.56425549307335,-74.10432707469124,Harvest Cafe,40.565888,-74.101095,Diner
New Dorp Beach,40.56425549307335,-74.10432707469124,Cedar Grove Beach,40.56104285514093,-74.10059334492644,Beach
New Dorp Beach,40.56425549307335,-74.10432707469124,Griff's Place,40.565722139951,-74.10065152022653,Sports Bar
New Dorp Beach,40.56425549307335,-74.10432707469124,DiSara,40.562948999999996,-74.102795,Italian Restaurant
New Dorp Beach,40.56425549307335,-74.10432707469124,The North Pole,40.56554413706941,-74.10525967917981,Skating Rink
New Dorp Beach,40.56425549307335,-74.10432707469124,PMT Party Services Group,40.5622708,-74.10646419999999,Event Service
New Dorp Beach,40.56425549307335,-74.10432707469124,Nino's Salumeria,40.561591,-74.10449,Deli / Bodega
New Dorp Beach,40.56425549307335,-74.10432707469124,Kings Deli,40.566324,-74.101928,Deli / Bodega
New Dorp Beach,40.56425549307335,-74.10432707469124,Nino's Catering Meats and Deli,40.561388,-74.104117,Food
New Dorp Beach,40.56425549307335,-74.10432707469124,Ariana's Catering Hall,40.561131,-74.10458299999999,Restaurant
New Dorp Beach,40.56425549307335,-74.10432707469124,PNG Computers,40.565652,-74.100484,Other Repair Shop
New Dorp Beach,40.56425549307335,-74.10432707469124,NiNi's Cafe,40.565557,-74.10033,Italian Restaurant
New Dorp Beach,40.56425549307335,-74.10432707469124,Shady Repairs,40.56361,-74.109335,Electronics Store
New Dorp Beach,40.56425549307335,-74.10432707469124,New Dorp Beach Park,40.56325725445599,-74.09897016426662,Scenic Lookout
Bay Terrace,40.55398800858462,-74.13916622175768,Dunkin',40.55425054499505,-74.14316317790986,Donut Shop
Bay Terrace,40.55398800858462,-74.13916622175768,Genki Sushi,40.553789316350965,-74.14295730770142,Sushi Restaurant
Bay Terrace,40.55398800858462,-74.13916622175768,Great Clips,40.55398702066774,-74.14277531287553,Salon / Barbershop
Bay Terrace,40.55398800858462,-74.13916622175768,super fresh,40.554259210001035,-74.14368415412663,Supermarket
Bay Terrace,40.55398800858462,-74.13916622175768,The UPS Store,40.55360781,-74.1430378,Shipping Store
Bay Terrace,40.55398800858462,-74.13916622175768,PS 53 Park,40.5533709275132,-74.13758504060853,Playground
Bay Terrace,40.55398800858462,-74.13916622175768,Key Food SuperStore,40.554626712666185,-74.14376594076616,Supermarket
Bay Terrace,40.55398800858462,-74.13916622175768,Villa Paradiso,40.55395910122833,-74.14333013544902,Italian Restaurant
Bay Terrace,40.55398800858462,-74.13916622175768,Liquor Land,40.55407048092235,-74.1435021639853,Liquor Store
Bay Terrace,40.55398800858462,-74.13916622175768,Business Insurance,40.552248,-74.13372,Insurance Office
Huguenot,40.531911920489605,-74.19174105747814,Ciro,40.53340597944858,-74.1926452705801,Italian Restaurant
Huguenot,40.531911920489605,-74.19174105747814,Ralph's Italian Ices,40.53259959325011,-74.19212241746462,Ice Cream Shop
Huguenot,40.531911920489605,-74.19174105747814,Dunkin',40.532556158801,-74.1917115376906,Donut Shop
Huguenot,40.531911920489605,-74.19174105747814,SUBWAY,40.532740786859804,-74.19186631556772,Sandwich Place
Huguenot,40.531911920489605,-74.19174105747814,TD Bank,40.531821064022346,-74.19125454143801,Bank
Huguenot,40.531911920489605,-74.19174105747814,MTA SIR - Huguenot,40.53327129696742,-74.1923225655587,Train Station
Pleasant Plains,40.524699376118136,-74.21983106616777,Ralph's Ices,40.52396579948754,-74.21501488824632,Ice Cream Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,Il Forno,40.52222147622361,-74.2166513448245,Pizza Place
Pleasant Plains,40.524699376118136,-74.21983106616777,Dollar Tree,40.521540984414784,-74.215762993857,Discount Store
Pleasant Plains,40.524699376118136,-74.21983106616777,Wendy's,40.5211557,-74.2169681,Fast Food Restaurant
Pleasant Plains,40.524699376118136,-74.21983106616777,Enterprise Rent-A-Car,40.52223057773637,-74.21699099619212,Rental Car Location
Pleasant Plains,40.524699376118136,-74.21983106616777,Great Clips,40.522214,-74.215763,Salon / Barbershop
Pleasant Plains,40.524699376118136,-74.21983106616777,Chase Bank,40.522261,-74.215506,Bank
Pleasant Plains,40.524699376118136,-74.21983106616777,Dunkin',40.52816866195241,-74.2166461412425,Donut Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,Dunkin',40.522202850022914,-74.21590964924121,Donut Shop
Pleasant Plains,40.524699376118136,-74.21983106616777,MTA SIR - Pleasant Plains,40.52256428178014,-74.21724185589369,Train Station
Pleasant Plains,40.524699376118136,-74.21983106616777,La Dolce Bakery & Pastry Shoppe,40.523319,-74.216365,Bakery
Pleasant Plains,40.524699376118136,-74.21983106616777,Xtreme Dance,40.52321,-74.215939,Yoga Studio
Pleasant Plains,40.524699376118136,-74.21983106616777,Northfield Bank,40.521176000000004,-74.216751,Bank
Pleasant Plains,40.524699376118136,-74.21983106616777,WELCOME TO NEW YORK,40.52582761645698,-74.2252091639015,Toll Plaza
Pleasant Plains,40.524699376118136,-74.21983106616777,MTA Bus - Outerbridge & Park and Ride (X17/X22/X22A),40.52267477859878,-74.22476781846,Bus Stop
Pleasant Plains,40.524699376118136,-74.21983106616777,Posh French Cleaners,40.5221133,-74.21528959999999,Dry Cleaner
Butler Manor,40.50608165346305,-74.22950350260027,7-Eleven,40.50754882515,-74.2296140594908,Convenience Store
Butler Manor,40.50608165346305,-74.22950350260027,South Shore Babe Ruth League,40.50663883722083,-74.22911244562717,Baseball Field
Butler Manor,40.50608165346305,-74.22950350260027,South Shore Swim Club,40.50732045365869,-74.22753073806062,Pool
Butler Manor,40.50608165346305,-74.22950350260027,South Shore Little League,40.508099746678795,-74.23278065240913,Baseball Field
Butler Manor,40.50608165346305,-74.22950350260027,MTA Bus - Hylan Bl & Sprague Ave (S59/S78/X17/X22/X22A),40.50635177249182,-74.23472106456757,Bus Stop
Butler Manor,40.50608165346305,-74.22950350260027,South Shore Little League,40.509728,-74.231679,Baseball Field
Butler Manor,40.50608165346305,-74.22950350260027,Tottenville Pool,40.505906371491214,-74.23541139932519,Pool
Charleston,40.53053148283314,-74.23215775896526,Target,40.52880074389881,-74.23184751259993,Big Box Store
Charleston,40.53053148283314,-74.23215775896526,Christmas Tree Shops,40.5308956,-74.2281892,Gift Shop
Charleston,40.53053148283314,-74.23215775896526,Ulta Beauty,40.53034732550502,-74.23207213451805,Cosmetics Shop
Charleston,40.53053148283314,-74.23215775896526,Target,40.528764,-74.232627,Big Box Store
Charleston,40.53053148283314,-74.23215775896526,ShopRite of Veterans Rd,40.52875949550266,-74.23509838880587,Grocery Store
Charleston,40.53053148283314,-74.23215775896526,Bed Bath & Beyond,40.5306474,-74.2280408,Furniture / Home Store
Charleston,40.53053148283314,-74.23215775896526,Pizza Pronto,40.52675289198811,-74.23091210168496,Pizza Place
Charleston,40.53053148283314,-74.23215775896526,Applebee's Grill + Bar,40.53013581,-74.22909095,American Restaurant
Charleston,40.53053148283314,-74.23215775896526,Panera Bread,40.5265172,-74.2306085,Bakery
Charleston,40.53053148283314,-74.23215775896526,Michaels,40.53045284836281,-74.23131465911865,Arts & Crafts Store
Charleston,40.53053148283314,-74.23215775896526,Dunkin',40.527488188593246,-74.23410052460292,Donut Shop
Charleston,40.53053148283314,-74.23215775896526,Fenix Studios,40.53343341642478,-74.2365039601605,Music Venue
Charleston,40.53053148283314,-74.23215775896526,GameStop,40.52741880678577,-74.2331172194058,Video Game Store
Charleston,40.53053148283314,-74.23215775896526,Z-Two Diner & Lounge; 24 Hrs,40.52729124755892,-74.23081089671777,Diner
Charleston,40.53053148283314,-74.23215775896526,T.J. Maxx,40.5299419,-74.2321693,Department Store
Charleston,40.53053148283314,-74.23215775896526,Sally Beauty,40.52712102535452,-74.2315556244965,Cosmetics Shop
Charleston,40.53053148283314,-74.23215775896526,GNC,40.526672,-74.231316,Supplement Shop
Charleston,40.53053148283314,-74.23215775896526,Famous Footwear,40.52747130414961,-74.23207500027569,Shoe Store
Charleston,40.53053148283314,-74.23215775896526,Starbucks,40.52828,-74.233315,Coffee Shop
Charleston,40.53053148283314,-74.23215775896526,Carter's,40.527354,-74.23256,Kids Store
Charleston,40.53053148283314,-74.23215775896526,Justice,40.5273545,-74.23255999999999,Clothing Store
Charleston,40.53053148283314,-74.23215775896526,Cheeburger Cheeburger,40.52715595508398,-74.23143013244436,Burger Joint
Charleston,40.53053148283314,-74.23215775896526,Retro Fitness,40.5274284,-74.2339189,Gym / Fitness Center
Charleston,40.53053148283314,-74.23215775896526,Modell's Sporting Goods,40.52752061802032,-74.23392348478436,Sporting Goods Shop
Charleston,40.53053148283314,-74.23215775896526,The Home Depot,40.5290115,-74.2282633,Hardware Store
Charleston,40.53053148283314,-74.23215775896526,Petco,40.52818714884622,-74.2288267581546,Pet Store
Charleston,40.53053148283314,-74.23215775896526,Buddha Lounge,40.52731260578939,-74.23193208888821,Japanese Restaurant
Charleston,40.53053148283314,-74.23215775896526,Bricktown Shopping Center,40.52884107699885,-74.23017279417951,Shopping Mall
Charleston,40.53053148283314,-74.23215775896526,Costanzo's Martial Arts,40.52749234695041,-74.23278638392489,Martial Arts Dojo
Rossville,40.54940400650072,-74.21572851113952,Heartland Bagels - Rossville Ave,40.55156653160681,-74.21225727269687,Bagel Shop
Rossville,40.54940400650072,-74.21572851113952,Carvel,40.55086769,-74.21165809,Ice Cream Shop
Rossville,40.54940400650072,-74.21572851113952,Rossville Pizza,40.549337039073684,-74.22103133908163,Pizza Place
Rossville,40.54940400650072,-74.21572851113952,7-Eleven,40.547265,-74.217362,Convenience Store
Rossville,40.54940400650072,-74.21572851113952,Pino's Pizzeria,40.551716050130054,-74.21205118341052,Pizza Place
Rossville,40.54940400650072,-74.21572851113952,Mignosi's Supermarket,40.551472505797655,-74.21226658292414,Grocery Store
Rossville,40.54940400650072,-74.21572851113952,440 South,40.54916461282898,-74.21951171404461,Moving Target
Rossville,40.54940400650072,-74.21572851113952,Stewart's All American Grill,40.551590999999995,-74.21254499999999,American Restaurant
Rossville,40.54940400650072,-74.21572851113952,Kariss French Cleaners,40.551590999999995,-74.21254499999999,Dry Cleaner
Rossville,40.54940400650072,-74.21572851113952,Happy Fortune,40.551590999999995,-74.21254499999999,Chinese Restaurant
Rossville,40.54940400650072,-74.21572851113952,Marco's Discount Wine And Liquors,40.551526894491985,-74.21244984122305,Liquor Store
Rossville,40.54940400650072,-74.21572851113952,My Brother's Deli & Bagels,40.54775315055205,-74.21960305745273,Bagel Shop
Rossville,40.54940400650072,-74.21572851113952,Montalbano's,40.55039914374361,-74.21102253046018,Deli / Bodega
Rossville,40.54940400650072,-74.21572851113952,Vincent's Pizzeria,40.55071455098372,-74.21069726294506,Pizza Place
Rossville,40.54940400650072,-74.21572851113952,Fatboys Deli & Bagels,40.54964799852046,-74.22121197286347,Bagel Shop
Arden Heights,40.54928582278321,-74.18588674583893,Villa Monte Pizzeria & Restaurant,40.552555412237844,-74.18621192742891,Pizza Place
Arden Heights,40.54928582278321,-74.18588674583893,APlus at Sunoco,40.55123321869024,-74.18403018014772,Coffee Shop
Arden Heights,40.54928582278321,-74.18588674583893,CVS pharmacy,40.55124113561854,-74.18403054667765,Pharmacy
Arden Heights,40.54928582278321,-74.18588674583893,MTA Bus - Arden Av & Woodrow Rd (S56/X17/X17J/X19),40.55008209108321,-74.18737471103668,Bus Stop
Arden Heights,40.54928582278321,-74.18588674583893,Deportation & Asylum Lawyer,40.549116999999995,-74.18189699999999,Lawyer
Greenridge,40.555295236173194,-74.17079414786092,The UPS Store,40.5594543,-74.169217,Shipping Store
Greenridge,40.555295236173194,-74.17079414786092,Golden Dove,40.559141574210706,-74.16924480751885,Diner
Greenridge,40.555295236173194,-74.17079414786092,D'Agostino & Associates,40.558042,-74.168943,Lawyer
Greenridge,40.555295236173194,-74.17079414786092,Pronto Pizza,40.55848861442931,-74.16919151896585,Pizza Place
Greenridge,40.555295236173194,-74.17079414786092,Dazzle Gourmet Bagels,40.55846,-74.168944,Bagel Shop
Greenridge,40.555295236173194,-74.17079414786092,Eco-All American Spray Foam,40.5512,-74.17008,Construction & Landscaping
Heartland Village,40.58913894875281,-74.15902208156601,Holy Schnitzel,40.58977776384231,-74.16439040846775,Restaurant
Heartland Village,40.58913894875281,-74.15902208156601,Starbucks,40.592496,-74.162623,Coffee Shop
Heartland Village,40.58913894875281,-74.15902208156601,Barnes & Noble Cafe,40.59238507436921,-74.16290128670595,Coffee Shop
Heartland Village,40.58913894875281,-74.15902208156601,Dunkin',40.590883945966326,-74.16444896436246,Donut Shop
Heartland Village,40.58913894875281,-74.15902208156601,Rite Aid,40.5915815,-74.1634231,Pharmacy
Heartland Village,40.58913894875281,-74.15902208156601,Bario's,40.58985571129801,-74.16466232940182,Pizza Place
Heartland Village,40.58913894875281,-74.15902208156601,Brother's Halal Food,40.59289495631237,-74.15743021429202,Food Truck
Heartland Village,40.58913894875281,-74.15902208156601,Amazing Lash Studio,40.591215999999996,-74.16393199999999,Health & Beauty Service
Heartland Village,40.58913894875281,-74.15902208156601,Heartland Nails,40.591215999999996,-74.16393199999999,Spa
Heartland Village,40.58913894875281,-74.15902208156601,Life Uniform,40.591215999999996,-74.16393199999999,Accessories Store
Heartland Village,40.58913894875281,-74.15902208156601,Designer Optical Outlet,40.59145879162672,-74.16400109400978,Optical Shop
Heartland Village,40.58913894875281,-74.15902208156601,Heartland Shopping Center,40.591284,-74.164214,Shopping Mall
Chelsea,40.59472602746295,-74.1895604551969,West Shore Inn Steakhouse,40.59414002159549,-74.18673466874999,Steakhouse
Chelsea,40.59472602746295,-74.1895604551969,Better Gourmet Health Kitchen,40.592242923311616,-74.189909518945,Sandwich Place
Chelsea,40.59472602746295,-74.1895604551969,El Pollo II Restaurant,40.590629,-74.191982,Spanish Restaurant
Chelsea,40.59472602746295,-74.1895604551969,The Little Victory Theater,40.591845,-74.190507,Theater
Chelsea,40.59472602746295,-74.1895604551969,Lepro Ice Cream,40.595755,-74.184298,Ice Cream Shop
Chelsea,40.59472602746295,-74.1895604551969,MTA Bus - Glen St & Victory (X19/X22/X22A),40.59126237236018,-74.19272303581238,Bus Stop
Bloomfield,40.60577868452358,-74.18725638381567,Indoor Extreme Sports,40.603198,-74.190694,Recreation Center
Bloomfield,40.60577868452358,-74.18725638381567,Chelsea Playground,40.609229681235455,-74.18844110226165,Theme Park
Bloomfield,40.60577868452358,-74.18725638381567,Dollar Tree,40.6019507060656,-74.1857358420583,Discount Store
Bloomfield,40.60577868452358,-74.18725638381567,MTA Bus - West Shore Plaza & Chelsea St (S46/S96),40.602441194421026,-74.19003577493693,Bus Stop
Bloomfield,40.60577868452358,-74.18725638381567,Richmond County Little League Sports Complex,40.60269593662762,-74.18395757675171,Park
Bulls Head,40.6095918004203,-74.15940948657122,Tropical Smoothie Cafe,40.60831476687017,-74.16282693777111,Café
Bulls Head,40.6095918004203,-74.15940948657122,Sanma Japanese Restaurant,40.61180973836901,-74.15874947034513,Sushi Restaurant
Bulls Head,40.6095918004203,-74.15940948657122,Empire East Richmond Ave,40.61197242132444,-74.15746278082396,Thai Restaurant
Bulls Head,40.6095918004203,-74.15940948657122,Buffalo Wild Wings,40.611997161503375,-74.15823318444842,Wings Joint
Bulls Head,40.6095918004203,-74.15940948657122,Empire East,40.611896,-74.157533,Chinese Restaurant
Bulls Head,40.6095918004203,-74.15940948657122,A & S Salumeria and Bakery,40.607554609172794,-74.16327087118911,Deli / Bodega
Bulls Head,40.6095918004203,-74.15940948657122,Mike's Unicorn Diner,40.60727684540621,-74.16078970617755,Diner
Bulls Head,40.6095918004203,-74.15940948657122,le roi,40.61219508594208,-74.15909280688177,Hookah Bar
Bulls Head,40.6095918004203,-74.15940948657122,La Piazza,40.612126046664976,-74.15766325835641,Pizza Place
Bulls Head,40.6095918004203,-74.15940948657122,Chili's Grill & Bar,40.6116251,-74.1591819,Tex-Mex Restaurant
Bulls Head,40.6095918004203,-74.15940948657122,Stop & Shop,40.6113771,-74.15686,Supermarket
Bulls Head,40.6095918004203,-74.15940948657122,Walgreens,40.6101026,-74.1597713,Pharmacy
Bulls Head,40.6095918004203,-74.15940948657122,Baskin-Robbins,40.61176486431583,-74.15779943805961,Ice Cream Shop
Bulls Head,40.6095918004203,-74.15940948657122,CVS pharmacy,40.60816944279858,-74.16414030073379,Pharmacy
Bulls Head,40.6095918004203,-74.15940948657122,Sapporo Sushi,40.60797638050071,-74.16345242968946,Japanese Restaurant
Bulls Head,40.6095918004203,-74.15940948657122,Masterpiece Tattoos & Piercing Studio,40.607249757604535,-74.16382008696264,Tattoo Parlor
Bulls Head,40.6095918004203,-74.15940948657122,Dunkin',40.61182467130281,-74.15780772334642,Donut Shop
Bulls Head,40.6095918004203,-74.15940948657122,SUBWAY,40.60820815048762,-74.16301841714443,Sandwich Place
Bulls Head,40.6095918004203,-74.15940948657122,Lander Market,40.61331527740898,-74.15893738055318,Deli / Bodega
Bulls Head,40.6095918004203,-74.15940948657122,Mattress Firm,40.611665,-74.157412,Mattress Store
Bulls Head,40.6095918004203,-74.15940948657122,Redbox,40.613376,-74.158398,Video Store
Bulls Head,40.6095918004203,-74.15940948657122,7-Eleven,40.6068115348231,-74.1616352008168,Convenience Store
